code;label;parent
M79.5;Corps étranger résiduel dans un tissu mou;M79
M79.50;"Corps étranger résiduel dans un tissu mou - \"" Sièges multiples \""";M79.5
M79.51;"Corps étranger résiduel dans un tissu mou - \"" Région scapulaire \""";M79.5
M79.52;"Corps étranger résiduel dans un tissu mou - \"" Bras \""";M79.5
M79.53;"Corps étranger résiduel dans un tissu mou - \"" Avant-bras \""";M79.5
M79.54;"Corps étranger résiduel dans un tissu mou - \"" Main \""";M79.5
M79.55;"Corps étranger résiduel dans un tissu mou - \"" Région pelvienne et cuisse \""";M79.5
M79.56;"Corps étranger résiduel dans un tissu mou - \"" Jambe \""";M79.5
M79.57;"Corps étranger résiduel dans un tissu mou - \"" Cheville et pied \""";M79.5
M79.58;"Corps étranger résiduel dans un tissu mou - \"" Autres \""";M79.5
M79.59;"Corps étranger résiduel dans un tissu mou - \"" Siège non précisé \""";M79.5
M79.6;Douleur au niveau d'un membre;M79
M79.60;"Douleur au niveau d'un membre - \"" Sièges multiples \""";M79.6
M79.61;"Douleur au niveau d'un membre - \"" Région scapulaire \""";M79.6
M79.62;"Douleur au niveau d'un membre - \"" Bras \""";M79.6
M79.63;"Douleur au niveau d'un membre - \"" Avant-bras \""";M79.6
M79.64;"Douleur au niveau d'un membre - \"" Main \""";M79.6
M79.65;"Douleur au niveau d'un membre - \"" Région pelvienne et cuisse \""";M79.6
M79.66;"Douleur au niveau d'un membre - \"" Jambe \""";M79.6
M79.67;"Douleur au niveau d'un membre - \"" Cheville et pied \""";M79.6
M79.68;"Douleur au niveau d'un membre - \"" Autres \""";M79.6
M79.69;"Douleur au niveau d'un membre - \"" Siège non précisé \""";M79.6
M79.7;Fibromyalgie;M79
M79.70;"Fibromyalgie - \"" Sièges multiples \""";M79.7
M79.71;"Fibromyalgie - \"" Région scapulaire \""";M79.7
M79.72;"Fibromyalgie - \"" Bras \""";M79.7
M79.73;"Fibromyalgie - \"" Avant-bras \""";M79.7
M79.74;"Fibromyalgie - \"" Main \""";M79.7
M79.75;"Fibromyalgie - \"" Région pelvienne et cuisse \""";M79.7
M79.76;"Fibromyalgie - \"" Jambe \""";M79.7
M79.77;"Fibromyalgie - \"" Cheville et pied \""";M79.7
M79.78;"Fibromyalgie - \"" Autres \""";M79.7
M79.79;"Fibromyalgie - \"" Siège non précisé \""";M79.7
M79.8;Autres affections précisées des tissus mous;M79
M79.80;"Autres affections précisées des tissus mous - \"" Sièges multiples \""";M79.8
M79.81;"Autres affections précisées des tissus mous - \"" Région scapulaire \""";M79.8
M79.82;"Autres affections précisées des tissus mous - \"" Bras \""";M79.8
M79.83;"Autres affections précisées des tissus mous - \"" Avant-bras \""";M79.8
M79.84;"Autres affections précisées des tissus mous - \"" Main \""";M79.8
M79.85;"Autres affections précisées des tissus mous - \"" Région pelvienne et cuisse \""";M79.8
M79.86;"Autres affections précisées des tissus mous - \"" Jambe \""";M79.8
M79.87;"Autres affections précisées des tissus mous - \"" Cheville et pied \""";M79.8
M79.88;"Autres affections précisées des tissus mous - \"" Autres \""";M79.8
M79.89;"Autres affections précisées des tissus mous - \"" Siège non précisé \""";M79.8
M79.9;Affection des tissus mous, sans précision;M79
M79.90;"Affection des tissus mous, sans précision - \"" Sièges multiples \""";M79.9
M79.91;"Affection des tissus mous, sans précision - \"" Région scapulaire \""";M79.9
M79.92;"Affection des tissus mous, sans précision - \"" Bras \""";M79.9
M79.93;"Affection des tissus mous, sans précision - \"" Avant-bras \""";M79.9
M79.94;"Affection des tissus mous, sans précision - \"" Main \""";M79.9
M79.95;"Affection des tissus mous, sans précision - \"" Région pelvienne et cuisse \""";M79.9
M79.96;"Affection des tissus mous, sans précision - \"" Jambe \""";M79.9
M79.97;"Affection des tissus mous, sans précision - \"" Cheville et pied \""";M79.9
M79.98;"Affection des tissus mous, sans précision - \"" Autres \""";M79.9
M79.99;"Affection des tissus mous, sans précision - \"" Siège non précisé \""";M79.9
M80-M85;Anomalies de la densité et de la structure osseuses;M80-M94
M80-M94;Ostéopathies et chondropathies;13
M80;Ostéoporose avec fracture pathologique;M80-M85
M80.0;Ostéoporose postménopausique avec fracture pathologique;M80
M80.00;"Ostéoporose postménopausique avec fracture pathologique - \"" Sièges multiples \""";M80.0
M80.01;"Ostéoporose postménopausique avec fracture pathologique - \"" Région scapulaire \""";M80.0
M80.02;"Ostéoporose postménopausique avec fracture pathologique - \"" Bras \""";M80.0
M80.03;"Ostéoporose postménopausique avec fracture pathologique - \"" Avant-bras \""";M80.0
M80.04;"Ostéoporose postménopausique avec fracture pathologique - \"" Main \""";M80.0
M80.05;"Ostéoporose postménopausique avec fracture pathologique - \"" Région pelvienne et cuisse \""";M80.0
M80.06;"Ostéoporose postménopausique avec fracture pathologique - \"" Jambe \""";M80.0
M80.07;"Ostéoporose postménopausique avec fracture pathologique - \"" Cheville et pied \""";M80.0
M80.08;"Ostéoporose postménopausique avec fracture pathologique - \"" Autres \""";M80.0
M80.09;"Ostéoporose postménopausique avec fracture pathologique - \"" Siège non précisé \""";M80.0
M80.1;Ostéoporose après ovariectomie avec fracture pathologique;M80
M80.10;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Sièges multiples \""";M80.1
M80.11;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Région scapulaire \""";M80.1
M80.12;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Bras \""";M80.1
M80.13;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Avant-bras \""";M80.1
M80.14;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Main \""";M80.1
M80.15;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Région pelvienne et cuisse \""";M80.1
M80.16;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Jambe \""";M80.1
M80.17;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Cheville et pied \""";M80.1
M80.18;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Autres \""";M80.1
M80.19;"Ostéoporose après ovariectomie avec fracture pathologique - \"" Siège non précisé \""";M80.1
M80.2;Ostéoporose d'inactivité avec fracture pathologique;M80
M80.20;"Ostéoporose d'inactivité avec fracture pathologique - \"" Sièges multiples \""";M80.2
M80.21;"Ostéoporose d'inactivité avec fracture pathologique - \"" Région scapulaire \""";M80.2
M80.22;"Ostéoporose d'inactivité avec fracture pathologique - \"" Bras \""";M80.2
M80.23;"Ostéoporose d'inactivité avec fracture pathologique - \"" Avant-bras \""";M80.2
M80.24;"Ostéoporose d'inactivité avec fracture pathologique - \"" Main \""";M80.2
M80.25;"Ostéoporose d'inactivité avec fracture pathologique - \"" Région pelvienne et cuisse \""";M80.2
M80.26;"Ostéoporose d'inactivité avec fracture pathologique - \"" Jambe \""";M80.2
M80.27;"Ostéoporose d'inactivité avec fracture pathologique - \"" Cheville et pied \""";M80.2
M80.28;"Ostéoporose d'inactivité avec fracture pathologique - \"" Autres \""";M80.2
M80.29;"Ostéoporose d'inactivité avec fracture pathologique - \"" Siège non précisé \""";M80.2
M80.3;Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique;M80
M80.30;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Sièges multiples \""";M80.3
M80.31;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Région scapulaire \""";M80.3
M80.32;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Bras \""";M80.3
M80.33;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Avant-bras \""";M80.3
M80.34;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Main \""";M80.3
M80.35;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Région pelvienne et cuisse \""";M80.3
M80.36;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Jambe \""";M80.3
M80.37;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Cheville et pied \""";M80.3
M80.38;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Autres \""";M80.3
M80.39;"Ostéoporose consécutive à une malabsorption postchirurgicale avec fracture pathologique - \"" Siège non précisé \""";M80.3
M80.4;Ostéoporose médicamenteuse avec fracture pathologique;M80
M80.40;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Sièges multiples \""";M80.4
M80.41;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Région scapulaire \""";M80.4
M80.42;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Bras \""";M80.4
M80.43;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Avant-bras \""";M80.4
M80.44;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Main \""";M80.4
M80.45;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Région pelvienne et cuisse \""";M80.4
M80.46;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Jambe \""";M80.4
M80.47;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Cheville et pied \""";M80.4
M80.48;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Autres \""";M80.4
M80.49;"Ostéoporose médicamenteuse avec fracture pathologique - \"" Siège non précisé \""";M80.4
M80.5;Ostéoporose idiopathique avec fracture pathologique;M80
M80.50;"Ostéoporose idiopathique avec fracture pathologique - \"" Sièges multiples \""";M80.5
M80.51;"Ostéoporose idiopathique avec fracture pathologique - \"" Région scapulaire \""";M80.5
M80.52;"Ostéoporose idiopathique avec fracture pathologique - \"" Bras \""";M80.5
M80.53;"Ostéoporose idiopathique avec fracture pathologique - \"" Avant-bras \""";M80.5
M80.54;"Ostéoporose idiopathique avec fracture pathologique - \"" Main \""";M80.5
M80.55;"Ostéoporose idiopathique avec fracture pathologique - \"" Région pelvienne et cuisse \""";M80.5
M80.56;"Ostéoporose idiopathique avec fracture pathologique - \"" Jambe \""";M80.5
M80.57;"Ostéoporose idiopathique avec fracture pathologique - \"" Cheville et pied \""";M80.5
M80.58;"Ostéoporose idiopathique avec fracture pathologique - \"" Autres \""";M80.5
M80.59;"Ostéoporose idiopathique avec fracture pathologique - \"" Siège non précisé \""";M80.5
M80.8;Autres ostéoporoses avec fracture pathologique;M80
M80.80;"Autres ostéoporoses avec fracture pathologique - \"" Sièges multiples \""";M80.8
M80.81;"Autres ostéoporoses avec fracture pathologique - \"" Région scapulaire \""";M80.8
M80.82;"Autres ostéoporoses avec fracture pathologique - \"" Bras \""";M80.8
M80.83;"Autres ostéoporoses avec fracture pathologique - \"" Avant-bras \""";M80.8
M80.84;"Autres ostéoporoses avec fracture pathologique - \"" Main \""";M80.8
M80.85;"Autres ostéoporoses avec fracture pathologique - \"" Région pelvienne et cuisse \""";M80.8
M80.86;"Autres ostéoporoses avec fracture pathologique - \"" Jambe \""";M80.8
M80.87;"Autres ostéoporoses avec fracture pathologique - \"" Cheville et pied \""";M80.8
M80.88;"Autres ostéoporoses avec fracture pathologique - \"" Autres \""";M80.8
M80.89;"Autres ostéoporoses avec fracture pathologique - \"" Siège non précisé \""";M80.8
M80.9;Ostéoporose avec fracture pathologique, sans précision;M80
M80.90;"Ostéoporose avec fracture pathologique, sans précision - \"" Sièges multiples \""";M80.9
M80.91;"Ostéoporose avec fracture pathologique, sans précision - \"" Région scapulaire \""";M80.9
M80.92;"Ostéoporose avec fracture pathologique, sans précision - \"" Bras \""";M80.9
M80.93;"Ostéoporose avec fracture pathologique, sans précision - \"" Avant-bras \""";M80.9
M80.94;"Ostéoporose avec fracture pathologique, sans précision - \"" Main \""";M80.9
M80.95;"Ostéoporose avec fracture pathologique, sans précision - \"" Région pelvienne et cuisse \""";M80.9
M80.96;"Ostéoporose avec fracture pathologique, sans précision - \"" Jambe \""";M80.9
M80.97;"Ostéoporose avec fracture pathologique, sans précision - \"" Cheville et pied \""";M80.9
M80.98;"Ostéoporose avec fracture pathologique, sans précision - \"" Autres \""";M80.9
M80.99;"Ostéoporose avec fracture pathologique, sans précision - \"" Siège non précisé \""";M80.9
M81;Ostéoporose sans fracture pathologique;M80-M85
M81.0;Ostéoporose postménopausique;M81
M81.00;"Ostéoporose postménopausique - \"" Sièges multiples \""";M81.0
M81.01;"Ostéoporose postménopausique - \"" Région scapulaire \""";M81.0
M81.02;"Ostéoporose postménopausique - \"" Bras \""";M81.0
M81.03;"Ostéoporose postménopausique - \"" Avant-bras \""";M81.0
M81.04;"Ostéoporose postménopausique - \"" Main \""";M81.0
M81.05;"Ostéoporose postménopausique - \"" Région pelvienne et cuisse \""";M81.0
M81.06;"Ostéoporose postménopausique - \"" Jambe \""";M81.0
M81.07;"Ostéoporose postménopausique - \"" Cheville et pied \""";M81.0
M81.08;"Ostéoporose postménopausique - \"" Autres \""";M81.0
M81.09;"Ostéoporose postménopausique - \"" Siège non précisé \""";M81.0
M81.1;Ostéoporose après ovariectomie;M81
M81.10;"Ostéoporose après ovariectomie - \"" Sièges multiples \""";M81.1
M81.11;"Ostéoporose après ovariectomie - \"" Région scapulaire \""";M81.1
M81.12;"Ostéoporose après ovariectomie - \"" Bras \""";M81.1
M81.13;"Ostéoporose après ovariectomie - \"" Avant-bras \""";M81.1
M81.14;"Ostéoporose après ovariectomie - \"" Main \""";M81.1
M81.15;"Ostéoporose après ovariectomie - \"" Région pelvienne et cuisse \""";M81.1
M81.16;"Ostéoporose après ovariectomie - \"" Jambe \""";M81.1
M81.17;"Ostéoporose après ovariectomie - \"" Cheville et pied \""";M81.1
M81.18;"Ostéoporose après ovariectomie - \"" Autres \""";M81.1
M81.19;"Ostéoporose après ovariectomie - \"" Siège non précisé \""";M81.1
M81.2;Ostéoporose d'inactivité;M81
M81.20;"Ostéoporose d'inactivité - \"" Sièges multiples \""";M81.2
M81.21;"Ostéoporose d'inactivité - \"" Région scapulaire \""";M81.2
M81.22;"Ostéoporose d'inactivité - \"" Bras \""";M81.2
M81.23;"Ostéoporose d'inactivité - \"" Avant-bras \""";M81.2
M81.24;"Ostéoporose d'inactivité - \"" Main \""";M81.2
M81.25;"Ostéoporose d'inactivité - \"" Région pelvienne et cuisse \""";M81.2
M81.26;"Ostéoporose d'inactivité - \"" Jambe \""";M81.2
M81.27;"Ostéoporose d'inactivité - \"" Cheville et pied \""";M81.2
M81.28;"Ostéoporose d'inactivité - \"" Autres \""";M81.2
M81.29;"Ostéoporose d'inactivité - \"" Siège non précisé \""";M81.2
M81.3;Ostéoporose consécutive à une malabsorption postchirurgicale;M81
M81.30;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Sièges multiples \""";M81.3
M81.31;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Région scapulaire \""";M81.3
M81.32;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Bras \""";M81.3
M81.33;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Avant-bras \""";M81.3
M81.34;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Main \""";M81.3
M81.35;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Région pelvienne et cuisse \""";M81.3
M81.36;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Jambe \""";M81.3
M81.37;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Cheville et pied \""";M81.3
M81.38;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Autres \""";M81.3
M81.39;"Ostéoporose consécutive à une malabsorption postchirurgicale - \"" Siège non précisé \""";M81.3
M81.4;Ostéoporose médicamenteuse;M81
M81.40;"Ostéoporose médicamenteuse - \"" Sièges multiples \""";M81.4
M81.41;"Ostéoporose médicamenteuse - \"" Région scapulaire \""";M81.4
M81.42;"Ostéoporose médicamenteuse - \"" Bras \""";M81.4
M81.43;"Ostéoporose médicamenteuse - \"" Avant-bras \""";M81.4
M81.44;"Ostéoporose médicamenteuse - \"" Main \""";M81.4
M81.45;"Ostéoporose médicamenteuse - \"" Région pelvienne et cuisse \""";M81.4
M81.46;"Ostéoporose médicamenteuse - \"" Jambe \""";M81.4
M81.47;"Ostéoporose médicamenteuse - \"" Cheville et pied \""";M81.4
M81.48;"Ostéoporose médicamenteuse - \"" Autres \""";M81.4
M81.49;"Ostéoporose médicamenteuse - \"" Siège non précisé \""";M81.4
M81.5;Ostéoporose idiopathique;M81
M81.50;"Ostéoporose idiopathique - \"" Sièges multiples \""";M81.5
M81.51;"Ostéoporose idiopathique - \"" Région scapulaire \""";M81.5
M81.52;"Ostéoporose idiopathique - \"" Bras \""";M81.5
M81.53;"Ostéoporose idiopathique - \"" Avant-bras \""";M81.5
M81.54;"Ostéoporose idiopathique - \"" Main \""";M81.5
M81.55;"Ostéoporose idiopathique - \"" Région pelvienne et cuisse \""";M81.5
M81.56;"Ostéoporose idiopathique - \"" Jambe \""";M81.5
M81.57;"Ostéoporose idiopathique - \"" Cheville et pied \""";M81.5
M81.58;"Ostéoporose idiopathique - \"" Autres \""";M81.5
M81.59;"Ostéoporose idiopathique - \"" Siège non précisé \""";M81.5
M81.6;Ostéoporose localisée [Lequesne];M81
M81.60;"Ostéoporose localisée [Lequesne] - \"" Sièges multiples \""";M81.6
M81.61;"Ostéoporose localisée [Lequesne] - \"" Région scapulaire \""";M81.6
M81.62;"Ostéoporose localisée [Lequesne] - \"" Bras \""";M81.6
M81.63;"Ostéoporose localisée [Lequesne] - \"" Avant-bras \""";M81.6
M81.64;"Ostéoporose localisée [Lequesne] - \"" Main \""";M81.6
M81.65;"Ostéoporose localisée [Lequesne] - \"" Région pelvienne et cuisse \""";M81.6
M81.66;"Ostéoporose localisée [Lequesne] - \"" Jambe \""";M81.6
M81.67;"Ostéoporose localisée [Lequesne] - \"" Cheville et pied \""";M81.6
M81.68;"Ostéoporose localisée [Lequesne] - \"" Autres \""";M81.6
M81.69;"Ostéoporose localisée [Lequesne] - \"" Siège non précisé \""";M81.6
M81.8;Autres ostéoporoses;M81
M81.80;"Autres ostéoporoses - \"" Sièges multiples \""";M81.8
M81.81;"Autres ostéoporoses - \"" Région scapulaire \""";M81.8
M81.82;"Autres ostéoporoses - \"" Bras \""";M81.8
M81.83;"Autres ostéoporoses - \"" Avant-bras \""";M81.8
M81.84;"Autres ostéoporoses - \"" Main \""";M81.8
M81.85;"Autres ostéoporoses - \"" Région pelvienne et cuisse \""";M81.8
M81.86;"Autres ostéoporoses - \"" Jambe \""";M81.8
M81.87;"Autres ostéoporoses - \"" Cheville et pied \""";M81.8
M81.88;"Autres ostéoporoses - \"" Autres \""";M81.8
M81.89;"Autres ostéoporoses - \"" Siège non précisé \""";M81.8
M81.9;Ostéoporose, sans précision;M81
M81.90;"Ostéoporose, sans précision - \"" Sièges multiples \""";M81.9
M81.91;"Ostéoporose, sans précision - \"" Région scapulaire \""";M81.9
M81.92;"Ostéoporose, sans précision - \"" Bras \""";M81.9
M81.93;"Ostéoporose, sans précision - \"" Avant-bras \""";M81.9
M81.94;"Ostéoporose, sans précision - \"" Main \""";M81.9
M81.95;"Ostéoporose, sans précision - \"" Région pelvienne et cuisse \""";M81.9
M81.96;"Ostéoporose, sans précision - \"" Jambe \""";M81.9
M81.97;"Ostéoporose, sans précision - \"" Cheville et pied \""";M81.9
M81.98;"Ostéoporose, sans précision - \"" Autres \""";M81.9
M81.99;"Ostéoporose, sans précision - \"" Siège non précisé \""";M81.9
M82;Ostéoporose au cours de maladies classées ailleurs;M80-M85
M82.0;Ostéoporose au cours de myélomatose multiple;M82
M82.00;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Sièges multiples \""";M82.0
M82.01;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Région scapulaire \""";M82.0
M82.02;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Bras \""";M82.0
M82.03;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Avant-bras \""";M82.0
M82.04;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Main \""";M82.0
M82.05;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Région pelvienne et cuisse \""";M82.0
M82.06;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Jambe \""";M82.0
M82.07;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Cheville et pied \""";M82.0
M82.08;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Autres \""";M82.0
M82.09;"Ostéoporose au cours de myélomatose multiple [C90.0]   - \"" Siège non précisé \""";M82.0
M82.1;Ostéoporose au cours de maladies endocriniennes;M82
M82.10;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Sièges multiples \""";M82.1
M82.11;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Région scapulaire \""";M82.1
M82.12;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Bras \""";M82.1
M82.13;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Avant-bras \""";M82.1
M82.14;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Main \""";M82.1
M82.15;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Région pelvienne et cuisse \""";M82.1
M82.16;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Jambe \""";M82.1
M82.17;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Cheville et pied \""";M82.1
M82.18;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Autres \""";M82.1
M82.19;"Ostéoporose au cours de maladies endocriniennes [E00-E34]   - \"" Siège non précisé \""";M82.1
M82.8;Ostéoporose au cours d'autres maladies classées ailleurs;M82
M82.80;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Sièges multiples \""";M82.8
M82.81;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Région scapulaire \""";M82.8
M82.82;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Bras \""";M82.8
M82.83;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Avant-bras \""";M82.8
M82.84;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Main \""";M82.8
M82.85;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Région pelvienne et cuisse \""";M82.8
M82.86;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Jambe \""";M82.8
M82.87;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Cheville et pied \""";M82.8
M82.88;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Autres \""";M82.8
M82.89;"Ostéoporose au cours d'autres maladies classées ailleurs - \"" Siège non précisé \""";M82.8
M83;Ostéomalacie de l'adulte;M80-M85
M83.0;Ostéomalacie puerpérale;M83
M83.1;Ostéomalacie sénile;M83
M83.2;Ostéomalacie de l'adulte par malabsorption;M83
M83.20;"Ostéomalacie de l'adulte par malabsorption - \"" Sièges multiples \""";M83.2
M83.21;"Ostéomalacie de l'adulte par malabsorption - \"" Région scapulaire \""";M83.2
M83.22;"Ostéomalacie de l'adulte par malabsorption - \"" Bras \""";M83.2
M83.23;"Ostéomalacie de l'adulte par malabsorption - \"" Avant-bras \""";M83.2
M83.24;"Ostéomalacie de l'adulte par malabsorption - \"" Main \""";M83.2
M83.25;"Ostéomalacie de l'adulte par malabsorption - \"" Région pelvienne et cuisse \""";M83.2
M83.26;"Ostéomalacie de l'adulte par malabsorption - \"" Jambe \""";M83.2
M83.27;"Ostéomalacie de l'adulte par malabsorption - \"" Cheville et pied \""";M83.2
M83.28;"Ostéomalacie de l'adulte par malabsorption - \"" Autres \""";M83.2
M83.29;"Ostéomalacie de l'adulte par malabsorption - \"" Siège non précisé \""";M83.2
M83.3;Ostéomalacie de l'adulte due à la malnutrition;M83
M83.30;"Ostéomalacie de l'adulte due à la malnutrition - \"" Sièges multiples \""";M83.3
M83.31;"Ostéomalacie de l'adulte due à la malnutrition - \"" Région scapulaire \""";M83.3
M83.32;"Ostéomalacie de l'adulte due à la malnutrition - \"" Bras \""";M83.3
M83.33;"Ostéomalacie de l'adulte due à la malnutrition - \"" Avant-bras \""";M83.3
M83.34;"Ostéomalacie de l'adulte due à la malnutrition - \"" Main \""";M83.3
M83.35;"Ostéomalacie de l'adulte due à la malnutrition - \"" Région pelvienne et cuisse \""";M83.3
M83.36;"Ostéomalacie de l'adulte due à la malnutrition - \"" Jambe \""";M83.3
M83.37;"Ostéomalacie de l'adulte due à la malnutrition - \"" Cheville et pied \""";M83.3
M83.38;"Ostéomalacie de l'adulte due à la malnutrition - \"" Autres \""";M83.3
M83.39;"Ostéomalacie de l'adulte due à la malnutrition - \"" Siège non précisé \""";M83.3
M83.4;Maladie osseuse due à l'aluminium;M83
M83.40;"Maladie osseuse due à l'aluminium - \"" Sièges multiples \""";M83.4
M83.41;"Maladie osseuse due à l'aluminium - \"" Région scapulaire \""";M83.4
M83.42;"Maladie osseuse due à l'aluminium - \"" Bras \""";M83.4
M83.43;"Maladie osseuse due à l'aluminium - \"" Avant-bras \""";M83.4
M83.44;"Maladie osseuse due à l'aluminium - \"" Main \""";M83.4
M83.45;"Maladie osseuse due à l'aluminium - \"" Région pelvienne et cuisse \""";M83.4
M83.46;"Maladie osseuse due à l'aluminium - \"" Jambe \""";M83.4
M83.47;"Maladie osseuse due à l'aluminium - \"" Cheville et pied \""";M83.4
M83.48;"Maladie osseuse due à l'aluminium - \"" Autres \""";M83.4
M83.49;"Maladie osseuse due à l'aluminium - \"" Siège non précisé \""";M83.4
M83.5;Autres ostéomalacies médicamenteuses de l'adulte;M83
M83.50;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Sièges multiples \""";M83.5
M83.51;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Région scapulaire \""";M83.5
M83.52;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Bras \""";M83.5
M83.53;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Avant-bras \""";M83.5
M83.54;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Main \""";M83.5
M83.55;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Région pelvienne et cuisse \""";M83.5
M83.56;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Jambe \""";M83.5
M83.57;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Cheville et pied \""";M83.5
M83.58;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Autres \""";M83.5
M83.59;"Autres ostéomalacies médicamenteuses de l'adulte - \"" Siège non précisé \""";M83.5
M83.8;Autres ostéomalacies de l'adulte;M83
M83.80;"Autres ostéomalacies de l'adulte - \"" Sièges multiples \""";M83.8
M83.81;"Autres ostéomalacies de l'adulte - \"" Région scapulaire \""";M83.8
M83.82;"Autres ostéomalacies de l'adulte - \"" Bras \""";M83.8
M83.83;"Autres ostéomalacies de l'adulte - \"" Avant-bras \""";M83.8
M83.84;"Autres ostéomalacies de l'adulte - \"" Main \""";M83.8
M83.85;"Autres ostéomalacies de l'adulte - \"" Région pelvienne et cuisse \""";M83.8
M83.86;"Autres ostéomalacies de l'adulte - \"" Jambe \""";M83.8
M83.87;"Autres ostéomalacies de l'adulte - \"" Cheville et pied \""";M83.8
M83.88;"Autres ostéomalacies de l'adulte - \"" Autres \""";M83.8
M83.89;"Autres ostéomalacies de l'adulte - \"" Siège non précisé \""";M83.8
M83.9;Ostéomalacie de l'adulte, sans précision;M83
M83.90;"Ostéomalacie de l'adulte, sans précision - \"" Sièges multiples \""";M83.9
M83.91;"Ostéomalacie de l'adulte, sans précision - \"" Région scapulaire \""";M83.9
M83.92;"Ostéomalacie de l'adulte, sans précision - \"" Bras \""";M83.9
M83.93;"Ostéomalacie de l'adulte, sans précision - \"" Avant-bras \""";M83.9
M83.94;"Ostéomalacie de l'adulte, sans précision - \"" Main \""";M83.9
M83.95;"Ostéomalacie de l'adulte, sans précision - \"" Région pelvienne et cuisse \""";M83.9
